non_adjusted_date,run_date,service_id,operator,is_passenger_train,scheduled_arrival,actual_arrival,is_actual,next_day_arrival,origin,destination,was_scheduled_to_stop,stop_status,delay_minutes,origin_csr,origin_longitude,origin_latitude,destination_csr,destination_longitude,destination_latitude
2025-02-04,2025-02-04,W24123,Great Northern,True,20:35,20:35,False,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25415,Thameslink,True,20:36,20:35,False,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W26235,Thameslink,True,20:37,20:36,False,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W24120,Great Northern,True,20:40,20:40,False,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23592,Great Northern,True,20:43,20:43,False,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W23800,Great Northern,True,20:50,20:50,False,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26244,Thameslink,True,20:51,20:49,False,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25422,Thameslink,True,20:52,20:51,False,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23798,Great Northern,True,20:55,20:55,False,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23897,Great Northern,True,21:02,21:02,False,False,London Kings Cross,Letchworth,True,CALL,0,,,,,,
2025-02-04,2025-02-04,W24129,Great Northern,True,21:05,21:05,False,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25419,Thameslink,True,21:06,21:05,False,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W24126,Great Northern,True,21:10,21:10,False,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23595,Great Northern,True,21:13,21:12,False,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W23806,Great Northern,True,21:20,21:20,False,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25426,Thameslink,True,21:22,21:21,False,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23803,Great Northern,True,21:25,21:25,False,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23598,Great Northern,True,21:32,21:32,False,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W24135,Great Northern,True,21:35,21:35,False,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25423,Thameslink,True,21:36,21:35,False,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W26241,Thameslink,True,21:37,21:36,False,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W24132,Great Northern,True,21:40,21:40,False,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23599,Great Northern,True,21:43,21:43,False,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W23812,Great Northern,True,21:50,21:50,False,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26250,Thameslink,True,21:51,21:49,False,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25430,Thameslink,True,21:52,21:51,False,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23810,Great Northern,True,21:55,21:55,False,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W24141,Great Northern,True,22:05,22:05,False,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25427,Thameslink,True,22:06,22:05,False,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W24138,Great Northern,True,22:10,22:10,False,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23935,Great Northern,True,22:13,22:12,False,False,Letchworth,London Kings Cross,True,CALL,0,,,,,,
2025-02-04,2025-02-04,W23818,Great Northern,True,22:20,22:20,False,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25434,Thameslink,True,22:22,22:21,False,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23815,Great Northern,True,22:25,22:25,False,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23604,Great Northern,True,22:32,22:32,False,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W24147,Great Northern,True,22:35,22:35,False,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25431,Thameslink,True,22:37,22:37,False,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W26247,Thameslink,True,22:37,22:36,False,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W24144,Great Northern,True,22:40,22:40,False,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23605,Great Northern,True,22:43,22:42,False,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W23823,Great Northern,True,22:50,22:50,False,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26255,Thameslink,True,22:51,22:49,False,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25438,Thameslink,True,22:52,22:51,False,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,X46091,Great Northern,True,22:55,22:55,False,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-04,2025-02-04,W24153,Great Northern,True,23:05,23:05,False,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25435,Thameslink,True,23:06,23:05,False,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W24151,Great Northern,True,23:10,23:10,False,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23937,Great Northern,True,23:13,23:12,False,False,Letchworth,London Kings Cross,True,CALL,0,,,,,,
2025-02-04,2025-02-04,W23826,Great Northern,True,23:20,23:20,False,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25440,Thameslink,True,23:22,23:21,False,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,X46090,Great Northern,True,23:25,23:25,False,False,Moorgate,Finsbury Park,True,DESTINATION,0,MOG,-0.0889434111054453,51.5184898840489,FPK,-0.106284978884699,51.5643002449157
2025-02-04,2025-02-04,W23610,Great Northern,True,23:32,23:32,False,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W24158,Great Northern,True,23:35,23:35,False,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23228,Thameslink,True,23:36,23:35,False,False,Peterborough,London Kings Cross,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,,,
2025-02-04,2025-02-04,W26253,Thameslink,True,23:37,23:36,False,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W24156,Great Northern,True,23:40,23:40,False,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23611,Great Northern,True,23:44,23:43,False,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W23830,Great Northern,True,23:51,23:50,False,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23178,Thameslink,True,23:51,23:49,False,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W25442,Thameslink,True,23:52,23:51,False,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,X46087,Great Northern,True,23:55,23:55,False,False,Moorgate,Finsbury Park,True,DESTINATION,0,MOG,-0.0889434111054453,51.5184898840489,FPK,-0.106284978884699,51.5643002449157
2025-02-03,2025-02-03,W24183,Great Northern,True,04:39,04:40,True,False,Welwyn Garden City,London Kings Cross,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,,,
2025-02-03,2025-02-03,W23237,Thameslink,True,04:44,04:43,True,False,Peterborough,London Kings Cross,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,,,
2025-02-03,2025-02-03,W23617,Great Northern,True,05:05,05:03,True,False,Stevenage,London Kings Cross,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,,,
2025-02-03,2025-02-03,W23169,Great Northern,True,05:07,05:06,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23448,Great Northern,True,05:11,05:10,True,False,London Kings Cross,Hertford North,True,CALL,0,,,,HFN,-0.0917885499098777,51.7988551590785
2025-02-03,2025-02-03,W23189,Thameslink,True,05:17,05:17,True,False,London Kings Cross,Peterborough,True,CALL,0,,,,PBO,-0.249836976699539,52.5749740639353
2025-02-03,2025-02-03,W23834,Great Northern,True,05:25,05:25,True,False,London Kings Cross,Stevenage,True,CALL,0,,,,SVG,-0.20710946588827,51.9016861847805
2025-02-03,2025-02-03,W24181,Great Northern,True,05:29,05:29,True,False,Welwyn Garden City,London Kings Cross,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,,,
2025-02-03,2025-02-03,W23486,Great Northern,True,05:32,05:35,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W25298,Thameslink,True,05:36,05:38,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-03,2025-02-03,W23171,Thameslink,True,05:37,05:38,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23908,Great Northern,True,05:39,05:38,False,False,Letchworth,London Kings Cross,True,CANCELLED_CALL,0,,,,,,
2025-02-03,2025-02-03,W24175,Great Northern,True,05:41,05:41,True,False,Alexandra Palace,Moorgate,True,CALL,0,AAP,-0.120235220128854,51.5979224924556,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23631,Great Northern,True,05:49,05:49,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W26104,Thameslink,True,05:50,06:19,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-03,2025-02-03,W23191,Thameslink,True,05:52,05:52,True,False,London Kings Cross,Peterborough,True,CALL,0,,,,PBO,-0.249836976699539,52.5749740639353
2025-02-03,2025-02-03,W24171,Great Northern,True,05:56,05:56,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23626,Great Northern,True,05:55,05:54,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-03,2025-02-03,W23488,Great Northern,True,06:02,06:02,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23452,Great Northern,True,06:04,06:03,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23945,Great Northern,True,06:03,06:03,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W25301,Thameslink,True,06:05,06:09,True,False,Peterborough,Three Bridges,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,TBD,-0.161184082771892,51.116922296857
2025-02-03,2025-02-03,W23445,Great Northern,True,06:07,06:07,False,False,London Kings Cross,Kings Lynn,True,CANCELLED_CALL,0,,,,KLN,0.403446572159957,52.7539216944381
2025-02-03,2025-02-03,W23953,Great Northern,True,06:11,06:11,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23910,Great Northern,True,06:14,06:13,False,False,Royston,London Kings Cross,True,CANCELLED_CALL,0,RYS,-0.0269214800795917,52.0530784433586,,,
2025-02-03,2025-02-03,W23844,Great Northern,True,06:18,06:18,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W23636,Great Northern,True,06:19,06:18,False,False,Stevenage,Moorgate,True,CANCELLED_CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W26108,Thameslink,True,06:21,06:23,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-03,2025-02-03,W23196,Thameslink,True,06:22,06:22,False,False,London Kings Cross,Peterborough,True,CANCELLED_CALL,0,,,,PBO,-0.249836976699539,52.5749740639353
2025-02-03,2025-02-03,W23629,Great Northern,True,06:25,06:25,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-03,2025-02-03,W24173,Great Northern,True,06:26,06:58,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23489,Great Northern,True,06:32,06:31,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23454,Great Northern,True,06:34,06:33,False,False,Hertford North,Moorgate,True,CANCELLED_CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23948,Great Northern,True,06:33,06:33,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W25304,Thameslink,True,06:36,06:43,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-03,2025-02-03,W26102,Thameslink,True,06:37,07:15,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23451,Great Northern,True,06:40,06:39,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-03,2025-02-03,W23958,Great Northern,True,06:41,06:42,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23491,Great Northern,True,06:44,06:48,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-03,2025-02-03,W24170,Great Northern,True,06:48,06:48,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W23641,Great Northern,True,06:49,06:53,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W26112,Thameslink,True,06:51,06:53,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-03,2025-02-03,W25310,Thameslink,True,06:53,06:52,True,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-03,2025-02-03,W23634,Great Northern,True,06:55,06:55,False,False,Moorgate,Stevenage,True,CANCELLED_CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-03,2025-02-03,W23846,Great Northern,True,06:56,07:06,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W26766,Thameslink,True,06:59,07:06,True,False,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-03,2025-02-03,W23493,Great Northern,True,07:02,07:02,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23950,Great Northern,True,07:03,07:12,True,False,Finsbury Park,Welwyn Garden City,True,STARTS,0,FPK,-0.106284978884699,51.5643002449157,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W23457,Great Northern,True,07:04,07:12,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W25307,Thameslink,True,07:06,07:10,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-03,2025-02-03,W26106,Thameslink,True,07:07,07:19,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23453,Great Northern,True,07:10,07:10,False,False,Moorgate,Hertford North,True,CANCELLED_CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-03,2025-02-03,W23964,Great Northern,True,07:11,07:15,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23495,Great Northern,True,07:14,07:17,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-03,2025-02-03,W26952,Thameslink,True,07:15,07:23,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W23845,Great Northern,True,07:18,07:17,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W23645,Great Northern,True,07:19,07:21,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W26116,Thameslink,True,07:21,07:22,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-03,2025-02-03,W25314,Thameslink,True,07:22,07:27,True,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-03,2025-02-03,W23638,Great Northern,True,07:25,07:26,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-03,2025-02-03,W23848,Great Northern,True,07:26,07:31,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W26769,Thameslink,True,07:29,07:28,False,False,Welwyn Garden City,Sevenoaks,True,CANCELLED_CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-03,2025-02-03,W23496,Great Northern,True,07:32,07:32,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23955,Great Northern,True,07:33,07:40,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W23461,Great Northern,True,07:34,07:33,False,False,Hertford North,Moorgate,True,CANCELLED_CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W25311,Thameslink,True,07:36,07:38,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-03,2025-02-03,W26110,Thameslink,True,07:37,07:43,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23455,Great Northern,True,07:40,07:43,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-03,2025-02-03,W23970,Great Northern,True,07:41,07:42,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23498,Great Northern,True,07:44,07:46,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-03,2025-02-03,W26953,Thameslink,True,07:45,07:46,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W23836,Great Northern,True,07:45,07:45,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23847,Great Northern,True,07:48,07:49,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-03,2025-02-03,W26120,Thameslink,True,07:51,07:54,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-03,2025-02-03,W25318,Thameslink,True,07:52,07:54,True,False,Three Bridges,Peterborough,True,CALL,0,TBD,-0.161184082771892,51.116922296857,PBO,-0.249836976699539,52.5749740639353
2025-02-03,2025-02-03,W23840,Great Northern,True,07:53,07:52,True,False,Gordon Hill,Moorgate,True,CALL,0,GDH,-0.0946105124636726,51.6633336093912,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W23642,Great Northern,True,07:55,07:59,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-03,2025-02-03,W23850,Great Northern,True,07:57,08:03,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-03,2025-02-03,W26774,Thameslink,True,07:59,08:06,True,False,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-03,2025-02-03,W23500,Great Northern,True,08:02,08:02,False,False,London Kings Cross,Cambridge,True,CANCELLED_CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-03,2025-02-03,W23960,Great Northern,True,08:03,08:03,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
