run_date,service_id,operator,is_passenger_train,scheduled_arrival,actual_arrival,is_actual,origin,destination,was_scheduled_to_stop,stop_status,delay_minutes
2025-02-06,W23629,Great Northern,True,06:25,06:24,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W24173,Great Northern,True,06:26,06:29,True,Welwyn Garden City,Moorgate,True,CALL,3
2025-02-06,W23489,Great Northern,True,06:32,06:32,True,London Kings Cross,Cambridge,True,CALL,0
2025-02-06,W23948,Great Northern,True,06:33,06:32,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W23454,Great Northern,True,06:34,06:34,True,Hertford North,Moorgate,True,CALL,0
2025-02-06,W25304,Thameslink,True,06:36,06:38,True,Peterborough,Horsham,True,CALL,2
2025-02-06,W26102,Thameslink,True,06:37,06:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23451,Great Northern,True,06:40,06:39,True,Moorgate,Hertford North,True,CALL,-1
2025-02-06,W23958,Great Northern,True,06:41,06:40,True,Welwyn Garden City,Moorgate,True,CALL,-1
2025-02-06,W23491,Great Northern,True,06:44,06:46,True,Cambridge,London Kings Cross,True,CALL,2
2025-02-06,W24170,Great Northern,True,06:48,06:48,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W23641,Great Northern,True,06:49,06:53,True,Stevenage,Moorgate,True,CALL,4
2025-02-06,W26112,Thameslink,True,06:51,06:52,True,Cambridge,Brighton,True,CALL,1
2025-02-06,W25310,Thameslink,True,06:53,06:51,True,Horsham,Peterborough,True,CALL,-2
2025-02-06,W23846,Great Northern,True,06:56,07:00,True,Welwyn Garden City,Moorgate,True,CALL,4
2025-02-06,W23634,Great Northern,True,06:55,06:54,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W26766,Thameslink,True,06:59,07:01,True,Welwyn Garden City,Sevenoaks,True,CALL,2
2025-02-06,W23493,Great Northern,True,07:02,07:01,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W23950,Great Northern,True,07:03,07:04,True,Moorgate,Welwyn Garden City,True,CALL,1
2025-02-06,W23457,Great Northern,True,07:04,07:03,False,Hertford North,Moorgate,True,CANCELLED_CALL,-1
2025-02-06,W25307,Thameslink,True,07:06,07:13,True,Peterborough,Horsham,True,CALL,7
2025-02-06,W23453,Great Northern,True,07:10,07:09,True,Moorgate,Hertford North,True,CALL,-1
2025-02-06,W26106,Thameslink,True,07:07,07:06,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23964,Great Northern,True,07:11,07:12,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-06,W23495,Great Northern,True,07:14,07:46,True,Cambridge,London Kings Cross,True,CALL,32
2025-02-06,W26952,Thameslink,True,07:15,07:15,True,Sevenoaks,Welwyn Garden City,True,CALL,0
2025-02-06,W23845,Great Northern,True,07:18,07:17,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W23645,Great Northern,True,07:19,07:19,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26116,Thameslink,True,07:21,07:26,True,Cambridge,Brighton,True,CALL,5
2025-02-06,W25314,Thameslink,True,07:22,07:22,True,Horsham,Peterborough,True,CALL,0
2025-02-06,W23638,Great Northern,True,07:25,07:24,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W23848,Great Northern,True,07:26,07:27,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-06,W26769,Thameslink,True,07:29,07:35,True,Welwyn Garden City,Sevenoaks,True,CALL,6
2025-02-06,W23496,Great Northern,True,07:32,07:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W23955,Great Northern,True,07:33,07:32,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W23461,Great Northern,True,07:34,07:34,True,Hertford North,Moorgate,True,CALL,0
2025-02-06,W25311,Thameslink,True,07:36,07:44,True,Peterborough,Three Bridges,True,CALL,8
2025-02-06,W26110,Thameslink,True,07:37,07:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23455,Great Northern,True,07:40,07:40,False,Finsbury Park,Hertford North,True,STARTS,0
2025-02-06,W23970,Great Northern,True,07:41,07:43,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-06,W23498,Great Northern,True,07:44,07:57,True,Cambridge,London Kings Cross,True,CALL,13
2025-02-06,W26953,Thameslink,True,07:45,07:43,True,Sevenoaks,Welwyn Garden City,True,CALL,-2
2025-02-06,W23836,Great Northern,True,07:45,07:46,True,Stevenage,Moorgate,True,CALL,1
2025-02-06,W23847,Great Northern,True,07:48,07:48,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W26120,Thameslink,True,07:51,08:00,True,Cambridge,Brighton,True,CALL,9
2025-02-06,W25318,Thameslink,True,07:52,07:50,True,Three Bridges,Peterborough,True,CALL,-2
2025-02-06,W23840,Great Northern,True,07:53,07:53,True,Gordon Hill,Moorgate,True,CALL,0
2025-02-06,W23642,Great Northern,True,07:55,07:55,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W23850,Great Northern,True,07:57,07:57,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W26774,Thameslink,True,07:59,08:04,True,Welwyn Garden City,Sevenoaks,True,CALL,5
2025-02-06,W23500,Great Northern,True,08:02,08:06,True,London Kings Cross,Cambridge,True,CALL,4
2025-02-06,W23463,Great Northern,True,08:04,08:06,True,Hertford North,Moorgate,True,CALL,2
2025-02-06,W23960,Great Northern,True,08:03,08:02,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W25315,Thameslink,True,08:06,08:09,True,Peterborough,Horsham,True,CALL,3
2025-02-06,W26114,Thameslink,True,08:07,08:08,True,Brighton,Cambridge,True,CALL,1
2025-02-06,W23459,Great Northern,True,08:10,08:11,True,Moorgate,Hertford North,True,CALL,1
2025-02-06,W23976,Great Northern,True,08:11,08:11,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W23502,Great Northern,True,08:14,08:14,True,Cambridge,London Kings Cross,True,CALL,0
2025-02-06,W26954,Thameslink,True,08:15,08:13,True,Sevenoaks,Welwyn Garden City,True,CALL,-2
2025-02-06,W23838,Great Northern,True,08:15,08:19,True,Stevenage,Moorgate,True,CALL,4
2025-02-06,W23849,Great Northern,True,08:18,08:18,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W26124,Thameslink,True,08:21,08:22,True,Cambridge,Brighton,True,CALL,1
2025-02-06,W25322,Thameslink,True,08:22,08:32,True,Horsham,Peterborough,True,CALL,10
2025-02-06,W23841,Great Northern,True,08:23,08:25,True,Gordon Hill,Moorgate,True,CALL,2
2025-02-06,W23647,Great Northern,True,08:24,08:24,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W23852,Great Northern,True,08:27,08:29,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-06,W26780,Thameslink,True,08:29,08:33,True,Welwyn Garden City,Sevenoaks,True,CALL,4
2025-02-06,W23504,Great Northern,True,08:32,08:37,True,London Kings Cross,Cambridge,True,CALL,5
2025-02-06,W23966,Great Northern,True,08:34,08:35,True,Moorgate,Welwyn Garden City,True,CALL,1
2025-02-06,W23465,Great Northern,True,08:35,08:39,True,Hertford North,Moorgate,True,CALL,4
2025-02-06,W25319,Thameslink,True,08:36,08:38,True,Peterborough,Horsham,True,CALL,2
2025-02-06,W26118,Thameslink,True,08:37,08:43,True,Brighton,Cambridge,True,CALL,6
2025-02-06,W23462,Great Northern,True,08:40,08:39,True,Moorgate,Hertford North,True,CALL,-1
2025-02-06,W23982,Great Northern,True,08:41,08:44,True,Welwyn Garden City,Moorgate,True,CALL,3
2025-02-06,W23506,Great Northern,True,08:44,08:46,True,Cambridge,London Kings Cross,True,CALL,2
2025-02-06,W26955,Thameslink,True,08:45,08:50,True,Sevenoaks,Welwyn Garden City,True,CALL,5
2025-02-06,W23851,Great Northern,True,08:48,08:47,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W23660,Great Northern,True,08:49,08:50,True,Stevenage,Moorgate,True,CALL,1
2025-02-06,W26129,Thameslink,True,08:51,09:05,True,Cambridge,Brighton,True,CALL,14
2025-02-06,W25326,Thameslink,True,08:52,09:03,True,Horsham,Peterborough,True,CALL,11
2025-02-06,W23652,Great Northern,True,08:54,08:53,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W23853,Great Northern,True,08:56,08:59,True,Welwyn Garden City,Moorgate,True,CALL,3
2025-02-06,W26786,Thameslink,True,08:59,09:01,True,Welwyn Garden City,Sevenoaks,True,CALL,2
2025-02-06,W23875,Great Northern,True,09:02,09:09,True,London Kings Cross,Letchworth,True,CALL,7
2025-02-06,W23466,Great Northern,True,09:04,09:07,True,Hertford North,Moorgate,True,CALL,3
2025-02-06,W23972,Great Northern,True,09:04,09:04,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W25323,Thameslink,True,09:06,09:13,True,Peterborough,Horsham,True,CALL,7
2025-02-06,W26122,Thameslink,True,09:07,09:12,True,Brighton,Cambridge,True,CALL,5
2025-02-06,W23464,Great Northern,True,09:10,09:13,True,Moorgate,Hertford North,True,CALL,3
2025-02-06,W23988,Great Northern,True,09:11,09:14,True,Welwyn Garden City,Moorgate,True,CALL,3
2025-02-06,W23509,Great Northern,True,09:13,09:21,True,Cambridge,London Kings Cross,True,CALL,8
2025-02-06,W26956,Thameslink,True,09:15,09:17,True,Sevenoaks,Welwyn Garden City,True,CALL,2
2025-02-06,W24172,Great Northern,True,09:18,09:18,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W23666,Great Northern,True,09:19,09:19,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26133,Thameslink,True,09:20,09:28,True,Cambridge,Brighton,True,CALL,8
2025-02-06,W25330,Thameslink,True,09:22,09:28,True,Horsham,Peterborough,True,CALL,6
2025-02-06,W23658,Great Northern,True,09:25,09:26,True,Moorgate,Stevenage,True,CALL,1
2025-02-06,W24174,Great Northern,True,09:26,09:32,True,Welwyn Garden City,Moorgate,True,CALL,6
2025-02-06,W26792,Thameslink,True,09:29,09:35,True,Welwyn Garden City,Sevenoaks,True,CALL,6
2025-02-06,W23511,Great Northern,True,09:33,09:33,True,London Kings Cross,Cambridge,True,CALL,0
2025-02-06,W23467,Great Northern,True,09:34,09:37,True,Hertford North,Moorgate,True,CALL,3
2025-02-06,W23978,Great Northern,True,09:35,09:39,True,Moorgate,Welwyn Garden City,True,CALL,4
2025-02-06,W25327,Thameslink,True,09:34,09:49,True,Peterborough,Horsham,True,CALL,15
2025-02-06,W26126,Thameslink,True,09:37,09:45,True,Brighton,Cambridge,True,CALL,8
2025-02-06,W23994,Great Northern,True,09:41,09:42,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-06,W26957,Thameslink,True,09:44,09:49,True,Sevenoaks,Finsbury Park,True,DESTINATION,5
2025-02-06,W23513,Great Northern,True,09:44,09:53,True,Cambridge,London Kings Cross,True,CALL,9
2025-02-06,W23674,Great Northern,True,09:50,09:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W23663,Great Northern,True,09:50,09:49,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W26138,Thameslink,True,09:50,09:58,True,Cambridge,Brighton,True,CALL,8
2025-02-06,W25334,Thameslink,True,09:52,09:57,True,Horsham,Peterborough,True,CALL,5
2025-02-06,W23877,Great Northern,True,10:02,10:02,True,London Kings Cross,Letchworth,True,CALL,0
2025-02-06,W23984,Great Northern,True,10:05,10:04,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W24000,Great Northern,True,10:05,10:09,True,Welwyn Garden City,Moorgate,True,CALL,4
2025-02-06,W25331,Thameslink,True,10:06,10:17,True,Peterborough,Horsham,True,CALL,11
2025-02-06,W26131,Thameslink,True,10:07,10:05,True,Brighton,Cambridge,True,CALL,-2
2025-02-06,W23516,Great Northern,True,10:13,10:24,True,Cambridge,London Kings Cross,True,CALL,11
2025-02-06,W23679,Great Northern,True,10:20,10:20,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W23669,Great Northern,True,10:20,10:19,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W26143,Thameslink,True,10:21,10:24,True,Cambridge,Brighton,True,CALL,3
2025-02-06,W25338,Thameslink,True,10:22,10:33,True,Horsham,Peterborough,True,CALL,11
2025-02-06,W23518,Great Northern,True,10:32,10:36,True,London Kings Cross,Cambridge,True,CALL,4
2025-02-06,W23990,Great Northern,True,10:35,10:35,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W24006,Great Northern,True,10:35,10:35,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W25335,Thameslink,True,10:36,10:48,True,Peterborough,Horsham,True,CALL,12
2025-02-06,W26135,Thameslink,True,10:37,10:39,True,Brighton,Cambridge,True,CALL,2
2025-02-06,W23520,Great Northern,True,10:43,10:43,True,Cambridge,London Kings Cross,True,CALL,0
2025-02-06,W23675,Great Northern,True,10:50,10:50,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W23685,Great Northern,True,10:50,10:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26148,Thameslink,True,10:51,10:56,True,Cambridge,Brighton,True,CALL,5
2025-02-06,W25342,Thameslink,True,10:52,10:50,True,Three Bridges,Peterborough,True,CALL,-2
2025-02-06,W23879,Great Northern,True,11:02,11:01,True,London Kings Cross,Letchworth,True,CALL,-1
2025-02-06,W24012,Great Northern,True,11:05,11:05,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W23996,Great Northern,True,11:05,11:04,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W25339,Thameslink,True,11:06,11:20,True,Peterborough,Horsham,True,CALL,14
2025-02-06,W26141,Thameslink,True,11:07,11:06,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23523,Great Northern,True,11:13,11:24,True,Cambridge,London Kings Cross,True,CALL,11
2025-02-06,W23692,Great Northern,True,11:21,11:20,True,Stevenage,Moorgate,True,CALL,-1
2025-02-06,W23681,Great Northern,True,11:20,11:19,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W26153,Thameslink,True,11:21,11:30,True,Cambridge,Brighton,True,CALL,9
2025-02-06,W25346,Thameslink,True,11:22,11:21,True,Horsham,Peterborough,True,CALL,-1
2025-02-06,W23525,Great Northern,True,11:32,11:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W24002,Great Northern,True,11:35,11:35,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W24018,Great Northern,True,11:35,11:35,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W25343,Thameslink,True,11:36,11:47,True,Peterborough,Horsham,True,CALL,11
2025-02-06,W26145,Thameslink,True,11:37,11:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23527,Great Northern,True,11:43,11:54,True,Cambridge,London Kings Cross,True,CALL,11
2025-02-06,W23697,Great Northern,True,11:50,11:49,True,Stevenage,Moorgate,True,CALL,-1
2025-02-06,W23687,Great Northern,True,11:50,11:49,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W26158,Thameslink,True,11:51,11:56,True,Cambridge,Brighton,True,CALL,5
2025-02-06,W25350,Thameslink,True,11:52,11:54,True,Horsham,Peterborough,True,CALL,2
2025-02-06,W23881,Great Northern,True,12:02,12:13,True,London Kings Cross,Letchworth,True,CALL,11
2025-02-06,W24024,Great Northern,True,12:05,12:05,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W24008,Great Northern,True,12:05,12:05,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W25347,Thameslink,True,12:06,12:15,True,Peterborough,Horsham,True,CALL,9
2025-02-06,W26151,Thameslink,True,12:10,12:06,True,Brighton,Cambridge,True,CALL,-4
2025-02-06,W23920,Great Northern,True,12:13,12:27,True,Letchworth,London Kings Cross,True,CALL,14
2025-02-06,W26163,Thameslink,True,12:20,12:23,True,Cambridge,Brighton,True,CALL,3
2025-02-06,W23693,Great Northern,True,12:20,12:20,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W23703,Great Northern,True,12:20,12:21,True,Stevenage,Moorgate,True,CALL,1
2025-02-06,W25354,Thameslink,True,12:22,12:20,True,Horsham,Peterborough,True,CALL,-2
2025-02-06,W23531,Great Northern,True,12:32,12:36,True,London Kings Cross,Cambridge,True,CALL,4
2025-02-06,W24014,Great Northern,True,12:35,12:34,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W24030,Great Northern,True,12:35,12:43,True,Welwyn Garden City,Moorgate,True,CALL,8
2025-02-06,W25351,Thameslink,True,12:36,12:39,True,Peterborough,Horsham,True,CALL,3
2025-02-06,W26155,Thameslink,True,12:37,12:39,True,Brighton,Cambridge,True,CALL,2
2025-02-06,W23533,Great Northern,True,12:43,12:44,True,Cambridge,London Kings Cross,True,CALL,1
2025-02-06,W23699,Great Northern,True,12:50,12:49,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W23710,Great Northern,True,12:50,12:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26168,Thameslink,True,12:51,12:56,True,Cambridge,Brighton,True,CALL,5
2025-02-06,W25358,Thameslink,True,12:52,12:50,True,Horsham,Peterborough,True,CALL,-2
2025-02-06,W23883,Great Northern,True,13:02,13:02,True,London Kings Cross,Letchworth,True,CALL,0
2025-02-06,W24036,Great Northern,True,13:05,13:04,True,Welwyn Garden City,Moorgate,True,CALL,-1
2025-02-06,W24020,Great Northern,True,13:05,13:06,True,Moorgate,Welwyn Garden City,True,CALL,1
2025-02-06,W25355,Thameslink,True,13:06,13:10,True,Peterborough,Horsham,True,CALL,4
2025-02-06,W26161,Thameslink,True,13:07,13:05,True,Brighton,Cambridge,True,CALL,-2
2025-02-06,W23922,Great Northern,True,13:13,13:16,True,Letchworth,London Kings Cross,True,CALL,3
2025-02-06,W23705,Great Northern,True,13:20,13:19,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W23715,Great Northern,True,13:20,13:22,True,Stevenage,Moorgate,True,CALL,2
2025-02-06,W26173,Thameslink,True,13:21,13:21,True,Cambridge,Brighton,True,CALL,0
2025-02-06,W25362,Thameslink,True,13:22,13:21,True,Horsham,Peterborough,True,CALL,-1
2025-02-06,W23537,Great Northern,True,13:32,13:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W24026,Great Northern,True,13:35,13:35,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W24043,Great Northern,True,13:35,13:35,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W25359,Thameslink,True,13:36,13:40,True,Peterborough,Horsham,True,CALL,4
2025-02-06,W26165,Thameslink,True,13:37,13:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23539,Great Northern,True,13:43,13:44,True,Cambridge,London Kings Cross,True,CALL,1
2025-02-06,W23721,Great Northern,True,13:50,13:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W23711,Great Northern,True,13:50,13:49,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W26178,Thameslink,True,13:51,13:53,True,Cambridge,Brighton,True,CALL,2
2025-02-06,W25366,Thameslink,True,13:52,13:52,True,Horsham,Peterborough,True,CALL,0
2025-02-06,W23541,Great Northern,True,14:02,14:01,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W24032,Great Northern,True,14:05,14:04,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W24048,Great Northern,True,14:05,14:05,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W25363,Thameslink,True,14:06,14:11,True,Peterborough,Horsham,True,CALL,5
2025-02-06,W26171,Thameslink,True,14:07,14:05,True,Brighton,Cambridge,True,CALL,-2
2025-02-06,W23924,Great Northern,True,14:13,14:25,True,Letchworth,London Kings Cross,True,CALL,12
2025-02-06,W23717,Great Northern,True,14:20,14:20,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W23727,Great Northern,True,14:20,14:20,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26183,Thameslink,True,14:21,14:21,True,Cambridge,Brighton,True,CALL,0
2025-02-06,W25370,Thameslink,True,14:22,14:20,True,Horsham,Peterborough,True,CALL,-2
2025-02-06,W23544,Great Northern,True,14:32,14:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W24038,Great Northern,True,14:35,14:34,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W24055,Great Northern,True,14:35,14:35,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W25367,Thameslink,True,14:36,14:38,True,Peterborough,Horsham,True,CALL,2
2025-02-06,W26175,Thameslink,True,14:37,14:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23546,Great Northern,True,14:43,14:43,True,Cambridge,London Kings Cross,True,CALL,0
2025-02-06,W23723,Great Northern,True,14:50,14:50,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W23733,Great Northern,True,14:50,14:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26188,Thameslink,True,14:51,14:58,True,Cambridge,Brighton,True,CALL,7
2025-02-06,W25374,Thameslink,True,14:52,14:50,True,Horsham,Peterborough,True,CALL,-2
2025-02-06,W23548,Great Northern,True,15:02,15:01,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W24044,Great Northern,True,15:05,15:05,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W24060,Great Northern,True,15:05,15:06,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-06,W25371,Thameslink,True,15:06,15:08,True,Peterborough,Horsham,True,CALL,2
2025-02-06,W26181,Thameslink,True,15:07,15:06,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23926,Great Northern,True,15:13,15:17,True,Letchworth,London Kings Cross,True,CALL,4
2025-02-06,W23729,Great Northern,True,15:20,15:20,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W23739,Great Northern,True,15:20,15:23,True,Stevenage,Moorgate,True,CALL,3
2025-02-06,W26193,Thameslink,True,15:21,15:27,True,Cambridge,Brighton,True,CALL,6
2025-02-06,W25378,Thameslink,True,15:22,15:20,True,Horsham,Peterborough,True,CALL,-2
2025-02-06,W23551,Great Northern,True,15:32,15:32,False,London Kings Cross,Cambridge,True,CANCELLED_CALL,0
2025-02-06,W24050,Great Northern,True,15:35,15:35,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W24064,Great Northern,True,15:35,15:36,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-06,W25375,Thameslink,True,15:36,15:39,True,Peterborough,Horsham,True,CALL,3
2025-02-06,W26185,Thameslink,True,15:37,15:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W23553,Great Northern,True,15:43,15:47,True,Cambridge,London Kings Cross,True,CALL,4
2025-02-06,W23735,Great Northern,True,15:50,15:50,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W26198,Thameslink,True,15:51,16:01,True,Cambridge,Brighton,True,CALL,10
2025-02-06,W23746,Great Northern,True,15:50,15:53,True,Stevenage,Moorgate,True,CALL,3
2025-02-06,W25382,Thameslink,True,15:52,15:51,True,Horsham,Peterborough,True,CALL,-1
2025-02-06,W23555,Great Northern,True,16:02,16:14,True,London Kings Cross,Cambridge,True,CALL,12
2025-02-06,W24056,Great Northern,True,16:05,16:05,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W25379,Thameslink,True,16:06,16:10,True,Peterborough,Horsham,True,CALL,4
2025-02-06,W24070,Great Northern,True,16:05,16:05,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W26191,Thameslink,True,16:07,16:07,True,Brighton,Cambridge,True,CALL,0
2025-02-06,W23928,Great Northern,True,16:13,16:19,True,Letchworth,London Kings Cross,True,CALL,6
2025-02-06,W24062,Great Northern,True,16:15,16:15,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W23750,Great Northern,True,16:18,16:18,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26203,Thameslink,True,16:21,16:24,True,Cambridge,Brighton,True,CALL,3
2025-02-06,W25386,Thameslink,True,16:22,16:21,True,Horsham,Peterborough,True,CALL,-1
2025-02-06,W23742,Great Northern,True,16:25,16:24,True,Moorgate,Stevenage,True,CALL,-1
2025-02-06,W23855,Great Northern,True,16:26,16:30,True,Welwyn Garden City,Moorgate,True,CALL,4
2025-02-06,W23558,Great Northern,True,16:32,16:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W24066,Great Northern,True,16:33,16:33,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W25383,Thameslink,True,16:36,16:39,True,Peterborough,Horsham,True,CALL,3
2025-02-06,W26195,Thameslink,True,16:37,16:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-06,W24077,Great Northern,True,16:38,16:38,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W23468,Great Northern,True,16:40,16:40,True,Moorgate,Hertford North,True,CALL,0
2025-02-06,W23560,Great Northern,True,16:43,16:43,True,Cambridge,London Kings Cross,True,CALL,0
2025-02-06,W26958,Thameslink,True,16:44,16:43,True,Sevenoaks,Welwyn Garden City,True,CALL,-1
2025-02-06,W23854,Great Northern,True,16:48,16:47,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-06,W23756,Great Northern,True,16:51,16:51,True,Stevenage,Moorgate,True,CALL,0
2025-02-06,W26208,Thameslink,True,16:51,16:52,True,Cambridge,Brighton,True,CALL,1
2025-02-06,W25390,Thameslink,True,16:52,16:51,True,Horsham,Peterborough,True,CALL,-1
2025-02-06,W23748,Great Northern,True,16:55,16:55,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W24076,Great Northern,True,16:56,16:57,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-06,W23562,Great Northern,True,17:02,17:01,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-06,W23470,Great Northern,True,17:03,17:04,True,Hertford North,Moorgate,True,CALL,1
2025-02-06,W24072,Great Northern,True,17:03,17:03,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W25387,Thameslink,True,17:06,17:09,True,Peterborough,Horsham,True,CALL,3
2025-02-06,W26201,Thameslink,True,17:07,17:10,True,Brighton,Cambridge,True,CALL,3
2025-02-06,W23469,Great Northern,True,17:09,17:09,True,Moorgate,Hertford North,True,CALL,0
2025-02-06,W24083,Great Northern,True,17:10,17:10,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W23565,Great Northern,True,17:14,17:13,True,Cambridge,London Kings Cross,True,CALL,-1
2025-02-06,W26959,Thameslink,True,17:14,17:14,True,Sevenoaks,Welwyn Garden City,True,CALL,0
2025-02-06,W23856,Great Northern,True,17:15,17:15,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-06,W23842,Great Northern,True,17:21,17:21,True,Moorgate,Gordon Hill,True,CALL,0
2025-02-06,W26213,Thameslink,True,17:21,17:23,True,Cambridge,Brighton,True,CALL,2
2025-02-06,W23761,Great Northern,True,17:20,17:19,True,Stevenage,Moorgate,True,CALL,-1
2025-02-06,W25394,Thameslink,True,17:22,17:21,True,Horsham,Peterborough,True,CALL,-1
2025-02-06,W23858,Great Northern,True,17:26,17:26,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-06,W23837,Great Northern,True,17:27,17:27,True,Moorgate,Stevenage,True,CALL,0
2025-02-06,W26882,Thameslink,True,17:28,17:30,True,Welwyn Garden City,Sevenoaks,True,CALL,2
2025-02-06,W23567,Great Northern,True,17:32,17:32,True,London Kings Cross,Cambridge,True,CALL,0
