run_date,service_id,operator,is_passenger_train,scheduled_arrival,actual_arrival,is_actual,origin,destination,was_scheduled_to_stop,stop_status,delay_minutes,origin_crs,origin_longitude,origin_latitude,destination_crs,destination_longitude,destination_latitude
2025-02-10,W23765,Great Northern,True,18:25,18:28,True,Moorgate,Stevenage,True,CALL,3,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W23862,Great Northern,True,18:26,18:31,True,Welwyn Garden City,Moorgate,True,CALL,5,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26894,Thameslink,True,18:28,18:33,True,Welwyn Garden City,Sevenoaks,True,CALL,5,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-10,W23576,Great Northern,True,18:32,18:31,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-10,W23477,Great Northern,True,18:33,18:38,True,Hertford North,Moorgate,True,CALL,5,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W24091,Great Northern,True,18:33,18:33,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W25399,Thameslink,True,18:36,18:37,True,Peterborough,Horsham,True,CALL,1,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W26215,Thameslink,True,18:37,18:36,True,Brighton,Cambridge,True,CALL,-1,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W23474,Great Northern,True,18:40,18:40,True,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-10,W24101,Great Northern,True,18:41,18:42,True,Welwyn Garden City,Moorgate,True,CALL,1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W23578,Great Northern,True,18:44,18:45,True,Cambridge,King's Cross,True,CALL,1,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W26964,Thameslink,True,18:44,18:44,True,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23861,Great Northern,True,18:48,18:47,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23778,Great Northern,True,18:48,18:49,True,Stevenage,Moorgate,True,CALL,1,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26228,Thameslink,True,18:51,18:52,True,Cambridge,Brighton,True,CALL,1,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-10,W25406,Thameslink,True,18:52,18:51,True,Horsham,Peterborough,True,CALL,-1,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23864,Great Northern,True,18:56,18:57,True,Welwyn Garden City,Moorgate,True,CALL,1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W23770,Great Northern,True,18:55,18:55,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W26900,Thameslink,True,18:58,18:58,True,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-10,W23893,Great Northern,True,19:02,19:02,True,King's Cross,Letchworth Garden City,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,LET,-0.229264161103862,51.9799626923486
2025-02-10,W24097,Great Northern,True,19:03,19:02,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23479,Great Northern,True,19:03,19:04,True,Hertford North,Moorgate,True,CALL,1,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25403,Thameslink,True,19:06,19:11,True,Peterborough,Horsham,True,CALL,5,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W23476,Great Northern,True,19:10,19:10,True,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-10,W26221,Thameslink,True,19:07,19:06,True,Brighton,Cambridge,True,CALL,-1,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24107,Great Northern,True,19:11,19:11,True,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W23581,Great Northern,True,19:14,19:14,True,Cambridge,King's Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W26965,Thameslink,True,19:14,19:13,True,Sevenoaks,Welwyn Garden City,True,CALL,-1,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23863,Great Northern,True,19:18,19:17,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23782,Great Northern,True,19:20,19:23,True,Stevenage,Moorgate,True,CALL,3,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26233,Thameslink,True,19:21,19:19,True,Cambridge,Brighton,True,CALL,-2,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-10,W26233,Thameslink,True,19:21,19:19,True,Cambridge,Brighton,True,CALL,-2,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-10,W25410,Thameslink,True,19:22,19:21,True,Horsham,Peterborough,True,CALL,-1,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23777,Great Northern,True,19:25,19:25,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W23583,Great Northern,True,19:32,19:32,True,King's Cross,Cambridge,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24103,Great Northern,True,19:33,19:33,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W24111,Great Northern,True,19:35,19:45,True,Welwyn Garden City,Moorgate,True,CALL,10,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25407,Thameslink,True,19:36,19:37,True,Peterborough,Horsham,True,CALL,1,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W26225,Thameslink,True,19:37,19:35,True,Brighton,Cambridge,True,CALL,-2,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W23478,Great Northern,True,19:40,19:40,True,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-10,W23585,Great Northern,True,19:43,19:47,True,Cambridge,King's Cross,True,CALL,4,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W24109,Great Northern,True,19:48,19:48,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23788,Great Northern,True,19:50,19:52,True,Stevenage,Moorgate,True,CALL,2,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26238,Thameslink,True,19:51,19:50,True,Cambridge,Brighton,True,CALL,-1,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-10,W25414,Thameslink,True,19:52,19:51,True,Horsham,Peterborough,True,CALL,-1,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23786,Great Northern,True,19:55,19:58,True,Moorgate,Stevenage,True,CALL,3,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W23895,Great Northern,True,20:02,20:02,True,King's Cross,Letchworth Garden City,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,LET,-0.229264161103862,51.9799626923486
2025-02-10,W24117,Great Northern,True,20:05,20:06,True,Welwyn Garden City,Moorgate,True,CALL,1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25411,Thameslink,True,20:06,20:05,True,Peterborough,Horsham,True,CALL,-1,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W26231,Thameslink,True,20:07,20:06,True,Brighton,Cambridge,True,CALL,-1,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24114,Great Northern,True,20:10,20:15,True,Moorgate,Welwyn Garden City,True,CALL,5,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23588,Great Northern,True,20:13,20:12,True,Cambridge,King's Cross,True,CALL,-1,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23794,Great Northern,True,20:20,20:19,True,Stevenage,Moorgate,True,CALL,-1,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25418,Thameslink,True,20:22,20:21,True,Horsham,Peterborough,True,CALL,-1,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23791,Great Northern,True,20:25,20:25,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W23591,Great Northern,True,20:32,20:31,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24123,Great Northern,True,20:35,20:35,True,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25415,Thameslink,True,20:36,21:06,True,Peterborough,Horsham,True,CALL,30,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W26235,Thameslink,True,20:37,20:35,True,Brighton,Cambridge,True,CALL,-2,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24120,Great Northern,True,20:40,20:40,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23592,Great Northern,True,20:43,20:46,True,Cambridge,King's Cross,True,CALL,3,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23800,Great Northern,True,20:50,20:51,True,Stevenage,Moorgate,True,CALL,1,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26244,Thameslink,True,20:51,20:52,True,Cambridge,Brighton,True,CALL,1,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-10,W25422,Thameslink,True,20:52,20:54,True,Horsham,Peterborough,True,CALL,2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23798,Great Northern,True,20:55,20:55,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W23897,Great Northern,True,21:02,21:02,True,King's Cross,Letchworth Garden City,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,LET,-0.229264161103862,51.9799626923486
2025-02-10,W24129,Great Northern,True,21:05,21:06,True,Welwyn Garden City,Moorgate,True,CALL,1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25419,Thameslink,True,21:06,21:12,True,Peterborough,Horsham,True,CALL,6,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W24126,Great Northern,True,21:10,21:10,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23595,Great Northern,True,21:13,21:15,True,Cambridge,King's Cross,True,CALL,2,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23806,Great Northern,True,21:20,21:20,True,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25426,Thameslink,True,21:22,21:22,True,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23803,Great Northern,True,21:25,21:24,True,Moorgate,Stevenage,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W23598,Great Northern,True,21:32,21:33,True,King's Cross,Cambridge,True,CALL,1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24135,Great Northern,True,21:35,21:39,True,Welwyn Garden City,Moorgate,True,CALL,4,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25423,Thameslink,True,21:37,21:36,False,Three Bridges,Horsham,True,CANCELLED_CALL,-1,TBD,-0.161184082771892,51.116922296857,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W26241,Thameslink,True,21:37,21:37,True,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24132,Great Northern,True,21:40,21:39,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23599,Great Northern,True,21:43,22:00,True,Cambridge,King's Cross,True,CALL,17,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23812,Great Northern,True,21:50,21:50,True,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26250,Thameslink,True,21:51,21:50,True,Cambridge,Brighton,True,CALL,-1,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-10,W25430,Thameslink,True,21:52,21:50,True,Horsham,Peterborough,True,CALL,-2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23810,Great Northern,True,21:55,21:55,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W24141,Great Northern,True,22:05,22:07,True,Welwyn Garden City,Moorgate,True,CALL,2,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25427,Thameslink,True,22:06,22:08,True,Peterborough,Horsham,True,CALL,2,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W24138,Great Northern,True,22:10,22:11,True,Moorgate,Welwyn Garden City,True,CALL,1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23935,Great Northern,True,22:13,22:17,True,Letchworth Garden City,King's Cross,True,CALL,4,LET,-0.229264161103862,51.9799626923486,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23818,Great Northern,True,22:20,22:23,True,Stevenage,Moorgate,True,CALL,3,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25434,Thameslink,True,22:22,22:20,True,Horsham,Peterborough,True,CALL,-2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23815,Great Northern,True,22:25,22:25,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-10,W23604,Great Northern,True,22:32,22:32,True,King's Cross,Cambridge,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24147,Great Northern,True,22:35,22:35,True,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25431,Thameslink,True,22:36,22:35,True,Peterborough,Horsham,True,CALL,-1,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W26247,Thameslink,True,22:37,22:39,True,Brighton,Cambridge,True,CALL,2,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24144,Great Northern,True,22:40,22:39,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23605,Great Northern,True,22:43,22:44,True,Cambridge,King's Cross,True,CALL,1,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23823,Great Northern,True,22:50,22:50,True,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26255,Thameslink,True,22:51,22:50,True,Cambridge,Brighton,True,CALL,-1,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-10,W25438,Thameslink,True,22:52,22:51,True,Horsham,Peterborough,True,CALL,-1,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23618,Great Northern,True,22:55,22:54,True,Moorgate,Letchworth Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,LET,-0.229264161103862,51.9799626923486
2025-02-10,W24153,Great Northern,True,23:05,23:10,True,Welwyn Garden City,Moorgate,True,CALL,5,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25435,Thameslink,True,23:06,23:10,True,Peterborough,Horsham,True,CALL,4,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-10,W24151,Great Northern,True,23:10,23:09,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23937,Great Northern,True,23:13,23:16,True,Letchworth Garden City,King's Cross,True,CALL,3,LET,-0.229264161103862,51.9799626923486,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23826,Great Northern,True,23:20,23:22,True,Stevenage,Moorgate,True,CALL,2,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25440,Thameslink,True,23:22,23:20,True,Horsham,Peterborough,True,CALL,-2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23482,Great Northern,True,23:25,23:43,True,Moorgate,Hertford North,True,CALL,18,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-10,W23610,Great Northern,True,23:32,23:32,True,King's Cross,Cambridge,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-10,W23228,Thameslink,True,23:36,23:36,True,Peterborough,King's Cross,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,KGX,-0.122925992140273,51.5308818372572
2025-02-10,X73316,Great Northern,True,23:34,23:35,True,Welwyn Garden City,Moorgate,True,CALL,1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W26253,Thameslink,True,23:37,23:38,True,Brighton,Cambridge,True,CALL,1,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-10,W24156,Great Northern,True,23:40,23:47,True,Moorgate,Welwyn Garden City,True,CALL,7,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-10,W23611,Great Northern,True,23:45,23:47,True,Cambridge,King's Cross,True,CALL,2,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,X73313,Great Northern,True,23:48,23:51,True,Stevenage,Moorgate,True,CALL,3,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-10,W25442,Thameslink,True,23:52,23:50,True,Horsham,Peterborough,True,CALL,-2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23178,Thameslink,True,23:55,23:52,True,Cambridge,King's Cross,True,CALL,-3,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-10,W23619,Great Northern,True,23:55,23:55,True,Moorgate,Letchworth Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,LET,-0.229264161103862,51.9799626923486
2025-02-08,X49229,Great Northern,True,00:10,00:10,True,Moorgate,Finsbury Park,True,DESTINATION,0,MOG,-0.0889434111054453,51.5184898840489,FPK,-0.106284978884699,51.5643002449157
2025-02-08,X49650,Great Northern,True,00:20,00:22,True,Hertford North,Moorgate,True,CALL,2,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-09,W23188,Thameslink,True,00:23,00:22,True,King's Cross,Peterborough,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,PBO,-0.249836976699539,52.5749740639353
2025-02-09,X50630,Great Northern,True,00:25,00:25,True,Moorgate,Alexandra Palace,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,AAP,-0.120235220128854,51.5979224924556
2025-02-09,W23182,Great Northern,True,00:37,00:36,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-08,W23236,Thameslink,True,00:38,00:39,True,Peterborough,King's Cross,True,CALL,1,PBO,-0.249836976699539,52.5749740639353,KGX,-0.122925992140273,51.5308818372572
2025-02-09,X50624,Great Northern,True,00:40,00:56,True,Moorgate,Alexandra Palace,True,CALL,16,MOG,-0.0889434111054453,51.5184898840489,AAP,-0.120235220128854,51.5979224924556
2025-02-08,X48276,Thameslink,True,00:52,00:50,True,Horsham,Peterborough,True,CALL,-2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-08,W23447,Great Northern,True,01:02,01:07,True,Kings Lynn,King's Cross,True,CALL,5,KLN,0.403446572159957,52.7539216944381,KGX,-0.122925992140273,51.5308818372572
2025-02-09,W23485,Great Northern,True,01:16,01:14,True,King's Cross,Hertford North,True,CALL,-2,KGX,-0.122925992140273,51.5308818372572,HFN,-0.0917885499098777,51.7988551590785
2025-02-09,X50620,Great Northern,True,01:46,01:45,True,King's Cross,Alexandra Palace,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,AAP,-0.120235220128854,51.5979224924556
2025-02-09,W23449,Great Northern,True,05:55,05:54,True,King's Cross,Hertford North,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,HFN,-0.0917885499098777,51.7988551590785
2025-02-09,X50147,Great Northern,True,06:25,06:24,True,King's Cross,Alexandra Palace,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,AAP,-0.120235220128854,51.5979224924556
2025-02-09,W23176,Great Northern,True,06:38,06:37,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-09,W23456,Great Northern,True,06:53,06:50,True,Hertford North,Moorgate,True,CALL,-3,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-09,X50166,Great Northern,True,06:55,06:55,True,King's Cross,Hertford North,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,HFN,-0.0917885499098777,51.7988551590785
2025-02-09,W23904,Thameslink,True,07:05,07:05,True,Peterborough,King's Cross,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,KGX,-0.122925992140273,51.5308818372572
2025-02-09,X50079,Great Northern,True,07:13,07:11,True,Moorgate,Finsbury Park,True,DESTINATION,-2,MOG,-0.0889434111054453,51.5184898840489,FPK,-0.106284978884699,51.5643002449157
2025-02-09,W23460,Great Northern,True,07:24,07:24,True,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-09,X50146,Great Northern,True,07:28,07:31,True,Moorgate,Alexandra Palace,True,CALL,3,MOG,-0.0889434111054453,51.5184898840489,AAP,-0.120235220128854,51.5979224924556
2025-02-09,W23198,Thameslink,True,07:38,07:37,True,King's Cross,Peterborough,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,PBO,-0.249836976699539,52.5749740639353
2025-02-09,X50078,Great Northern,True,07:40,07:42,True,Moorgate,Finsbury Park,True,DESTINATION,2,MOG,-0.0889434111054453,51.5184898840489,FPK,-0.106284978884699,51.5643002449157
2025-02-09,W23173,Great Northern,True,07:45,07:44,False,Cambridge,King's Cross,True,CANCELLED_CALL,-1,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-09,W23284,Great Northern,True,07:50,07:49,True,King's Cross,Kings Lynn,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,KLN,0.403446572159957,52.7539216944381
2025-02-09,X50130,Great Northern,True,07:50,07:49,True,Alexandra Palace,Moorgate,True,CALL,-1,AAP,-0.120235220128854,51.5979224924556,MOG,-0.0889434111054453,51.5184898840489
2025-02-09,W23193,Thameslink,True,07:59,07:57,True,Peterborough,King's Cross,True,CALL,-2,PBO,-0.249836976699539,52.5749740639353,KGX,-0.122925992140273,51.5308818372572
2025-02-09,X50165,Great Northern,True,07:58,07:59,True,Moorgate,Hertford North,True,CALL,1,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-09,X50077,Great Northern,True,08:10,08:09,True,Moorgate,Finsbury Park,True,DESTINATION,-1,MOG,-0.0889434111054453,51.5184898840489,FPK,-0.106284978884699,51.5643002449157
2025-02-09,X50183,Great Northern,True,08:20,08:20,True,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-09,X50145,Great Northern,True,08:25,08:24,True,Moorgate,Alexandra Palace,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,AAP,-0.120235220128854,51.5979224924556
2025-02-09,W23175,Great Northern,True,08:28,08:27,True,Cambridge,King's Cross,True,CALL,-1,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-09,W23200,Thameslink,True,08:33,08:33,True,King's Cross,Peterborough,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,PBO,-0.249836976699539,52.5749740639353
